this line is ignored
this line is ignored
6.2650e-02      6.3740e-02      1.1618e-02      2.6685e-05      7.8352e+01      7.8352e+01      1.5599e+00      1.8154e-10      1.8154e-10      8.7061e-12      -4.4816e+14     -6.5236e+12     4.0016e+00      7.5402e-02      2.0120e-23      4.9978e+00      9.4870e-02      2.9987e+00      5.6922e-02
6.1550e-02      6.2650e-02      5.1053e-03      8.0418e-05      1.3596e+02      1.3596e+02      3.1369e+00      8.0018e-11      8.0018e-11      4.9714e-12      1.5531e+14      2.3397e+12      4.0165e+00      7.9116e-02      2.0336e-23      1.1294e+01      2.8485e-01      6.7764e+00      1.7091e-01
6.0450e-02      6.1550e-02      6.8515e-03      6.1993e-05      1.1209e+02      1.1209e+02      2.4741e+00      1.0771e-10      1.0771e-10      5.9663e-12      -8.0291e+13     -1.2502e+12     4.0314e+00      8.2848e-02      2.0553e-23      8.3578e+00      1.8767e-01      5.0147e+00      1.1260e-01
5.9350e-02      6.0450e-02      5.6631e-03      7.9464e-05      1.2765e+02      1.2765e+02      3.0419e+00      8.9296e-11      8.9296e-11      5.5774e-12      6.5248e+12      1.0487e+11      4.0463e+00      8.6579e-02      2.0769e-23      1.0043e+01      2.5698e-01      6.0258e+00      1.5419e-01
5.8250e-02      5.9350e-02      5.7747e-03      8.3088e-05      1.2538e+02      1.2538e+02      3.0438e+00      9.0605e-11      9.0605e-11      5.7713e-12      -2.4459e+13     -4.0002e+11     4.0566e+00      9.0000e-02      2.0950e-23      9.7889e+00      2.5885e-01      5.8733e+00      1.5531e-01
5.7150e-02      5.8250e-02      5.4156e-03      9.1805e-05      1.2961e+02      1.2961e+02      3.2653e+00      8.4160e-11      8.4160e-11      5.6929e-12      -3.4582e+12     -5.7103e+10     4.0155e+00      9.0000e-02      2.0733e-23      1.0440e+01      2.9339e-01      6.2641e+00      1.7603e-01
5.6050e-02      5.7150e-02      5.4072e-03      9.7767e-05      1.2869e+02      1.2869e+02      3.3077e+00      8.3351e-11      8.3351e-11      5.8054e-12      -5.1566e+12     -8.5843e+10     3.9763e+00      9.0000e-02      2.0544e-23      1.0450e+01      3.0272e-01      6.2699e+00      1.8163e-01
5.4950e-02      5.6050e-02      5.3264e-03      1.0215e-04      1.2910e+02      1.2910e+02      3.3811e+00      8.1538e-11      8.1538e-11      5.8389e-12      1.0924e+12      1.8311e+10      3.9490e+00      9.0000e-02      2.0527e-23      1.0544e+01      3.1407e-01      6.3266e+00      1.8844e-01
5.3850e-02      5.4950e-02      5.4568e-03      1.0448e-04      1.2667e+02      1.2667e+02      3.3235e+00      8.3294e-11      8.3294e-11      5.9709e-12      1.7143e+12      2.8818e+10      3.9283e+00      9.0000e-02      2.0483e-23      1.0260e+01      3.0636e-01      6.1562e+00      1.8381e-01
5.2750e-02      5.3850e-02      5.4562e-03      1.0952e-04      1.2650e+02      1.2650e+02      3.3613e+00      8.3169e-11      8.3169e-11      6.0868e-12      5.6826e+12      9.5663e+10      3.9228e+00      9.0000e-02      2.0378e-23      1.0300e+01      3.1398e-01      6.1798e+00      1.8839e-01
5.1660e-02      5.2750e-02      5.4912e-03      1.1337e-04      1.2420e+02      1.2420e+02      3.3591e+00      8.2533e-11      8.2533e-11      6.1637e-12      4.2701e+12      7.2904e+10      3.8882e+00      9.0000e-02      2.0352e-23      1.0157e+01      3.1504e-01      6.0942e+00      1.8902e-01
5.0560e-02      5.1660e-02      5.5287e-03      1.1495e-04      1.2185e+02      1.2185e+02      3.3374e+00      8.1899e-11      8.1899e-11      6.1855e-12      4.8751e+12      8.4450e+10      3.8216e+00      9.0000e-02      2.0410e-23      9.8870e+00      3.1060e-01      5.9322e+00      1.8636e-01
4.9460e-02      5.0560e-02      5.7453e-03      1.1750e-04      1.1877e+02      1.1877e+02      3.2394e+00      8.5108e-11      8.5108e-11      6.3821e-12      4.7086e+12      8.1567e+10      3.8100e+00      9.0000e-02      2.0453e-23      9.4654e+00      2.9575e-01      5.6792e+00      1.7745e-01
4.8360e-02      4.9460e-02      5.7979e-03      1.2468e-04      1.1792e+02      1.1792e+02      3.1514e+00      8.5791e-11      8.5791e-11      6.4162e-12      5.3570e+12      8.8600e+10      3.8076e+00      8.7607e-02      2.0584e-23      9.3141e+00      2.9333e-01      5.5885e+00      1.7600e-01
4.7260e-02      4.8360e-02      5.8651e-03      1.2660e-04      1.1673e+02      1.1673e+02      2.9552e+00      8.6568e-11      8.6568e-11      6.2322e-12      4.2710e+12      6.5242e+10      3.8010e+00      8.1040e-02      2.0874e-23      9.0637e+00      2.7498e-01      5.4382e+00      1.6499e-01
4.6160e-02      4.7260e-02      5.9011e-03      1.2808e-04      1.1548e+02      1.1548e+02      2.7853e+00      8.6521e-11      8.6521e-11      6.0305e-12      5.7988e+12      8.2058e+10      3.7795e+00      7.4882e-02      2.0974e-23      8.9149e+00      2.6198e-01      5.3489e+00      1.5719e-01
4.5060e-02      4.6160e-02      6.0225e-03      1.3153e-04      1.1230e+02      1.1230e+02      2.7523e+00      8.7043e-11      8.7043e-11      6.1463e-12      6.8214e+12      9.8621e+10      3.7444e+00      7.1199e-02      2.1005e-23      8.6410e+00      2.5022e-01      5.1846e+00      1.5013e-01
4.3960e-02      4.5060e-02      6.1821e-03      1.3267e-04      1.0810e+02      1.0810e+02      2.8129e+00      8.7518e-11      8.7518e-11      6.4157e-12      7.9494e+12      1.2671e+11      3.6654e+00      7.7280e-02      2.0904e-23      8.2800e+00      2.4910e-01      4.9680e+00      1.4946e-01
4.2860e-02      4.3960e-02      6.4419e-03      1.3113e-04      1.0392e+02      1.0392e+02      2.5756e+00      9.0108e-11      9.0108e-11      6.2847e-12      7.1943e+12      1.0942e+11      3.6082e+00      7.6370e-02      2.1018e-23      7.7800e+00      2.2847e-01      4.6680e+00      1.3708e-01
4.1760e-02      4.2860e-02      6.6892e-03      1.3417e-04      1.0035e+02      1.0035e+02      2.4279e+00      9.2656e-11      9.2656e-11      6.3243e-12      6.2804e+12      9.2863e+10      3.5691e+00      7.0224e-02      2.1304e-23      7.3116e+00      2.0543e-01      4.3870e+00      1.2326e-01
4.0660e-02      4.1760e-02      6.9444e-03      1.3046e-04      9.7127e+01      9.7127e+01      2.4801e+00      9.5453e-11      9.5453e-11      6.6714e-12      4.1094e+12      6.7057e+10      3.5393e+00      7.7687e-02      2.1564e-23      6.8999e+00      1.9935e-01      4.1399e+00      1.1961e-01
3.9570e-02      4.0660e-02      7.0311e-03      1.3080e-04      9.3664e+01      9.3664e+01      2.1592e+00      9.3974e-11      9.3974e-11      6.0673e-12      3.9369e+12      5.6102e+10      3.4584e+00      6.9768e-02      2.1921e-23      6.5505e+00      1.7976e-01      3.9303e+00      1.0786e-01
3.8470e-02      3.9570e-02      7.1273e-03      1.3206e-04      9.0886e+01      9.0886e+01      1.9711e+00      9.3275e-11      9.3275e-11      5.7558e-12      2.1786e+12      2.8479e+10      3.3747e+00      6.0000e-02      2.2192e-23      6.2288e+00      1.5995e-01      3.7373e+00      9.5971e-02
3.7370e-02      3.8470e-02      7.1013e-03      1.3530e-04      8.9944e+01      8.9944e+01      1.9856e+00      9.1748e-11      9.1748e-11      5.7799e-12      1.9085e+12      2.5270e+10      3.3299e+00      6.0000e-02      2.2212e-23      6.1630e+00      1.6161e-01      3.6978e+00      9.6968e-02
3.6270e-02      3.7370e-02      7.4239e-03      1.4187e-04      8.5810e+01      8.5810e+01      1.9186e+00      9.4259e-11      9.4259e-11      5.9972e-12      1.1198e+12      1.5088e+10      3.2725e+00      6.0000e-02      2.2138e-23      5.8128e+00      1.5394e-01      3.4877e+00      9.2366e-02
3.5170e-02      3.6270e-02      7.3899e-03      1.4401e-04      8.5146e+01      8.5146e+01      1.9299e+00      9.2816e-11      9.2816e-11      5.9968e-12      1.8354e+12      2.5000e+10      3.2343e+00      6.0000e-02      2.2239e-23      5.7453e+00      1.5458e-01      3.4472e+00      9.2746e-02
3.4070e-02      3.5170e-02      7.4522e-03      1.4317e-04      8.6894e+01      8.6894e+01      1.9266e+00      9.6055e-11      9.6055e-11      6.0847e-12      7.7729e+11      1.0316e+10      3.2988e+00      6.0000e-02      2.2057e-23      5.8587e+00      1.5500e-01      3.5152e+00      9.2999e-02
3.2970e-02      3.4070e-02      7.3858e-03      1.4671e-04      8.9185e+01      8.9185e+01      1.9743e+00      9.7129e-11      9.7129e-11      6.2081e-12      1.1534e+12      1.5005e+10      3.3840e+00      6.0000e-02      2.1763e-23      6.1461e+00      1.6364e-01      3.6876e+00      9.8187e-02
3.1870e-02      3.2970e-02      7.5690e-03      1.4672e-04      8.7303e+01      8.7303e+01      1.9223e+00      9.9043e-11      9.9043e-11      6.2600e-12      1.0032e+12      1.3116e+10      3.3667e+00      6.0000e-02      2.1708e-23      5.9818e+00      1.5751e-01      3.5890e+00      9.4504e-02
