    0.0870700   1.1557762e+17   3.7650685e+15       30.697349
    0.0794950   9.9481877e+16   3.5732335e+15       27.840855
    0.0719250   8.4845804e+16   3.3825157e+15       25.083639
    0.0643550   7.1591032e+16   3.1926993e+15       22.423356
    0.0567850   5.9651859e+16   3.0037351e+15       19.859228
    0.0492150   4.8964318e+16   2.8156773e+15       17.389890
    0.0416450   3.9466687e+16   2.6288210e+15       15.013075
    0.0340750   3.1100558e+16   2.4440211e+15       12.725160
    0.0265000   2.3809268e+16   2.2632150e+15       10.520109
    0.0189250   1.7563051e+16   2.0893231e+15       8.4060963
    0.0113550   1.2400400e+16   1.3989360e+15       8.8641654
   0.00378500   9.1690759e+15   4.6631199e+14       19.662964
